date,product,region,units_sold,unit_price,discount,revenue
2025-09-24,Printer,West,9,180,0.1,1458.0
2025-09-24,Printer,North,5,180,0.05,855.0
2025-09-24,Printer,South,6,180,0.0,1080.0
2025-09-24,Printer,East,4,180,0.05,684.0
2025-09-24,Router,West,6,80,0.05,456.0
2025-09-24,Router,North,9,80,0.05,684.0
2025-09-24,Router,South,7,80,0.0,560.0
2025-09-24,Router,East,12,80,0.1,864.0
2025-09-24,Webcam,West,6,55,0.0,330.0
2025-09-24,Webcam,North,10,55,0.05,522.5
2025-09-24,Webcam,South,7,55,0.05,365.75
2025-09-24,Webcam,East,2,55,0.1,99.0
2025-09-25,Laptop,West,10,650,0.15,5525.0
2025-09-25,Laptop,North,7,650,0.0,4550.0
2025-09-25,Laptop,South,5,650,0.15,2762.5
2025-09-25,Laptop,East,7,650,0.05,4322.5
2025-09-25,Monitor,West,9,220,0.0,1980.0
2025-09-25,Monitor,North,9,220,0.0,1980.0
2025-09-25,Monitor,South,7,220,0.0,1540.0
2025-09-25,Monitor,East,11,220,0.1,2178.0
2025-09-25,Keyboard,West,11,45,0.15,420.75
2025-09-25,Keyboard,North,8,45,0.1,324.0
2025-09-25,Keyboard,South,17,45,0.05,726.75
2025-09-25,Keyboard,East,17,45,0.0,765.0
2025-09-25,Mouse,West,21,25,0.0,525.0
2025-09-25,Mouse,North,17,25,0.0,425.0
2025-09-25,Mouse,South,18,25,0.1,405.0
2025-09-25,Mouse,East,27,25,0.0,675.0
2025-09-25,Headset,West,2,60,0.0,120.0
2025-09-25,Headset,North,13,60,0.0,780.0
2025-09-25,Headset,South,8,60,0.0,480.0
2025-09-25,Headset,East,14,60,0.0,840.0
2025-09-25,Printer,West,8,180,0.0,1440.0
2025-09-25,Printer,North,3,180,0.0,540.0
2025-09-25,Printer,South,3,180,0.0,540.0
2025-09-25,Printer,East,4,180,0.05,684.0
2025-09-25,Router,West,8,80,0.0,640.0
2025-09-25,Router,North,10,80,0.1,720.0
2025-09-25,Router,South,8,80,0.05,608.0
2025-09-25,Router,East,22,80,0.05,1672.0
2025-09-25,Webcam,West,7,55,0.1,346.5
2025-09-25,Webcam,North,10,55,0.0,550.0
2025-09-25,Webcam,South,8,55,0.05,418.0
2025-09-25,Webcam,East,7,55,0.0,385.0
2025-09-26,Laptop,West,10,650,0.05,6175.0
2025-09-26,Laptop,North,4,650,0.0,2600.0
2025-09-26,Laptop,South,5,650,0.05,3087.5
2025-09-26,Laptop,East,9,650,0.0,5850.0
2025-09-26,Monitor,West,12,220,0.05,2508.0
2025-09-26,Monitor,North,8,220,0.1,1584.0
2025-09-26,Monitor,South,10,220,0.0,2200.0
2025-09-26,Monitor,East,7,220,0.0,1540.0
2025-09-26,Keyboard,West,8,45,0.0,360.0
2025-09-26,Keyboard,North,9,45,0.0,405.0
2025-09-26,Keyboard,South,15,45,0.1,607.5
2025-09-26,Keyboard,East,16,45,0.0,720.0
2025-09-26,Mouse,West,24,25,0.1,540.0
2025-09-26,Mouse,North,27,25,0.1,607.5
2025-09-26,Mouse,South,20,25,0.05,475.0
2025-09-26,Mouse,East,16,25,0.0,400.0
2025-09-26,Headset,West,9,60,0.0,540.0
2025-09-26,Headset,North,10,60,0.05,570.0
2025-09-26,Headset,South,5,60,0.0,300.0
2025-09-26,Headset,East,9,60,0.1,486.0
2025-09-26,Printer,West,10,180,0.0,1800.0
2025-09-26,Printer,North,6,180,0.0,1080.0
2025-09-26,Printer,South,5,180,0.0,900.0
2025-09-26,Printer,East,4,180,0.1,648.0
2025-09-26,Router,West,9,80,0.05,684.0
2025-09-26,Router,North,11,80,0.0,880.0
2025-09-26,Router,South,11,80,0.15,748.0
2025-09-26,Router,East,13,80,0.0,1040.0
2025-09-26,Webcam,West,10,55,0.05,522.5
2025-09-26,Webcam,North,9,55,0.05,470.25
2025-09-26,Webcam,South,7,55,0.05,365.75
2025-09-26,Webcam,East,9,55,0.05,470.25
2025-09-27,Laptop,West,7,650,0.1,4095.0
2025-09-27,Laptop,North,6,650,0.05,3705.0
2025-09-27,Laptop,South,5,650,0.0,3250.0
2025-09-27,Laptop,East,10,650,0.0,6500.0
2025-09-27,Monitor,West,11,220,0.1,2178.0
2025-09-27,Monitor,North,4,220,0.15,748.0
2025-09-27,Monitor,South,15,220,0.05,3135.0
2025-09-27,Monitor,East,7,220,0.05,1463.0
2025-09-27,Keyboard,West,21,45,0.05,897.75
2025-09-27,Keyboard,North,9,45,0.05,384.75
2025-09-27,Keyboard,South,12,45,0.0,540.0
2025-09-27,Keyboard,East,16,45,0.0,720.0
2025-09-27,Mouse,West,19,25,0.0,475.0
2025-09-27,Mouse,North,23,25,0.0,575.0
2025-09-27,Mouse,South,17,25,0.1,382.5
2025-09-27,Mouse,East,31,25,0.05,736.25
2025-09-27,Headset,West,12,60,0.0,720.0
2025-09-27,Headset,North,11,60,0.0,660.0
2025-09-27,Headset,South,2,60,0.05,114.0
2025-09-27,Headset,East,9,60,0.0,540.0
2025-09-27,Printer,West,3,180,0.05,513.0
2025-09-27,Printer,North,7,180,0.15,1071.0
2025-09-27,Printer,South,2,180,0.0,360.0
2025-09-27,Printer,East,8,180,0.0,1440.0
2025-09-27,Router,West,16,80,0.0,1280.0
2025-09-27,Router,North,9,80,0.1,648.0
2025-09-27,Router,South,8,80,0.1,576.0
2025-09-27,Router,East,10,80,0.0,800.0
2025-09-27,Webcam,West,2,55,0.0,110.0
2025-09-27,Webcam,North,7,55,0.0,385.0
2025-09-27,Webcam,South,8,55,0.1,396.0
2025-09-27,Webcam,East,7,55,0.0,385.0
2025-09-28,Laptop,West,7,650,0.0,4550.0
2025-09-28,Laptop,North,12,650,0.0,7800.0
2025-09-28,Laptop,South,4,650,0.05,2470.0
2025-09-28,Laptop,East,6,650,0.1,3510.0
2025-09-28,Monitor,West,12,220,0.1,2376.0
2025-09-28,Monitor,North,17,220,0.1,3366.0
2025-09-28,Monitor,South,4,220,0.05,836.0
2025-09-28,Monitor,East,8,220,0.0,1760.0
2025-09-28,Keyboard,West,15,45,0.0,675.0
2025-09-28,Keyboard,North,19,45,0.0,855.0
2025-09-28,Keyboard,South,18,45,0.0,810.0
2025-09-28,Keyboard,East,16,45,0.0,720.0
2025-09-28,Mouse,West,21,25,0.0,525.0
2025-09-28,Mouse,North,20,25,0.05,475.0
2025-09-28,Mouse,South,26,25,0.0,650.0
2025-09-28,Mouse,East,22,25,0.0,550.0
2025-09-28,Headset,West,11,60,0.0,660.0
2025-09-28,Headset,North,9,60,0.0,540.0
2025-09-28,Headset,South,13,60,0.1,702.0
2025-09-28,Headset,East,5,60,0.1,270.0
2025-09-28,Printer,West,4,180,0.0,720.0
2025-09-28,Printer,North,1,180,0.0,180.0
2025-09-28,Printer,South,5,180,0.05,855.0
2025-09-28,Printer,East,5,180,0.05,855.0
2025-09-28,Router,West,15,80,0.05,1140.0
2025-09-28,Router,North,12,80,0.0,960.0
2025-09-28,Router,South,11,80,0.05,836.0
2025-09-28,Router,East,10,80,0.0,800.0
2025-09-28,Webcam,West,10,55,0.05,522.5
2025-09-28,Webcam,North,7,55,0.0,385.0
2025-09-28,Webcam,South,6,55,0.05,313.5
2025-09-28,Webcam,East,5,55,0.05,261.25
2025-09-29,Laptop,West,6,650,0.05,3705.0
2025-09-29,Laptop,North,6,650,0.1,3510.0
2025-09-29,Laptop,South,11,650,0.0,7150.0
2025-09-29,Laptop,East,6,650,0.0,3900.0
2025-09-29,Monitor,West,7,220,0.0,1540.0
2025-09-29,Monitor,North,14,220,0.05,2926.0
2025-09-29,Monitor,South,8,220,0.0,1760.0
2025-09-29,Monitor,East,13,220,0.0,2860.0
2025-09-29,Keyboard,West,13,45,0.0,585.0
2025-09-29,Keyboard,North,22,45,0.15,841.5
2025-09-29,Keyboard,South,12,45,0.0,540.0
2025-09-29,Keyboard,East,21,45,0.05,897.75
2025-09-29,Mouse,West,28,25,0.0,700.0
2025-09-29,Mouse,North,22,25,0.0,550.0
2025-09-29,Mouse,South,20,25,0.1,450.0
2025-09-29,Mouse,East,29,25,0.05,688.75
2025-09-29,Headset,West,11,60,0.0,660.0
2025-09-29,Headset,North,7,60,0.05,399.0
2025-09-29,Headset,South,12,60,0.1,648.0
2025-09-29,Headset,East,17,60,0.1,918.0
2025-09-29,Printer,West,2,180,0.0,360.0
2025-09-29,Printer,North,7,180,0.1,1134.0
2025-09-29,Printer,South,2,180,0.05,342.0
2025-09-29,Printer,East,5,180,0.0,900.0
2025-09-29,Router,West,18,80,0.1,1296.0
2025-09-29,Router,North,8,80,0.1,576.0
2025-09-29,Router,South,9,80,0.05,684.0
2025-09-29,Router,East,9,80,0.05,684.0
2025-09-29,Webcam,West,14,55,0.1,693.0
2025-09-29,Webcam,North,7,55,0.0,385.0
2025-09-29,Webcam,South,6,55,0.05,313.5
2025-09-29,Webcam,East,7,55,0.1,346.5
2025-09-30,Laptop,West,7,650,0.1,4095.0
2025-09-30,Laptop,North,7,650,0.05,4322.5
2025-09-30,Laptop,South,8,650,0.0,5200.0
2025-09-30,Laptop,East,5,650,0.05,3087.5
2025-09-30,Monitor,West,9,220,0.0,1980.0
2025-09-30,Monitor,North,21,220,0.05,4389.0
2025-09-30,Monitor,South,6,220,0.1,1188.0
2025-09-30,Monitor,East,13,220,0.0,2860.0
2025-09-30,Keyboard,West,13,45,0.0,585.0
2025-09-30,Keyboard,North,18,45,0.0,810.0
2025-09-30,Keyboard,South,18,45,0.0,810.0
2025-09-30,Keyboard,East,8,45,0.0,360.0
2025-09-30,Mouse,West,21,25,0.0,525.0
2025-09-30,Mouse,North,16,25,0.0,400.0
2025-09-30,Mouse,South,13,25,0.15,276.25
2025-09-30,Mouse,East,23,25,0.1,517.5
2025-09-30,Headset,West,13,60,0.05,741.0
2025-09-30,Headset,North,11,60,0.1,594.0
2025-09-30,Headset,South,8,60,0.1,432.0
2025-09-30,Headset,East,12,60,0.1,648.0
2025-09-30,Printer,West,5,180,0.05,855.0
2025-09-30,Printer,North,7,180,0.05,1197.0
2025-09-30,Printer,South,3,180,0.05,513.0
2025-09-30,Printer,East,6,180,0.0,1080.0
2025-09-30,Router,West,9,80,0.0,720.0
2025-09-30,Router,North,14,80,0.0,1120.0
2025-09-30,Router,South,9,80,0.0,720.0
2025-09-30,Router,East,15,80,0.0,1200.0
2025-09-30,Webcam,West,11,55,0.05,574.75
2025-09-30,Webcam,North,11,55,0.05,574.75
2025-09-30,Webcam,South,5,55,0.05,261.25
2025-09-30,Webcam,East,13,55,0.0,715.0
2025-10-01,Laptop,West,12,650,0.0,7800.0
2025-10-01,Laptop,North,4,650,0.0,2600.0
2025-10-01,Laptop,South,6,650,0.05,3705.0
2025-10-01,Laptop,East,8,650,0.05,4940.0
2025-10-01,Monitor,West,10,220,0.05,2090.0
2025-10-01,Monitor,North,10,220,0.15,1870.0
2025-10-01,Monitor,South,9,220,0.1,1782.0
2025-10-01,Monitor,East,9,220,0.05,1881.0
2025-10-01,Keyboard,West,20,45,0.05,855.0
2025-10-01,Keyboard,North,22,45,0.05,940.5
2025-10-01,Keyboard,South,17,45,0.1,688.5
2025-10-01,Keyboard,East,21,45,0.1,850.5
2025-10-01,Mouse,West,20,25,0.0,500.0
2025-10-01,Mouse,North,23,25,0.1,517.5
2025-10-01,Mouse,South,25,25,0.1,562.5
2025-10-01,Mouse,East,23,25,0.05,546.25
2025-10-01,Headset,West,11,60,0.1,594.0
2025-10-01,Headset,North,12,60,0.0,720.0
2025-10-01,Headset,South,15,60,0.05,855.0
2025-10-01,Headset,East,10,60,0.0,600.0
2025-10-01,Printer,West,6,180,0.05,1026.0
2025-10-01,Printer,North,7,180,0.15,1071.0
2025-10-01,Printer,South,4,180,0.05,684.0
2025-10-01,Printer,East,2,180,0.05,342.0
2025-10-01,Router,West,12,80,0.0,960.0
2025-10-01,Router,North,11,80,0.1,792.0
2025-10-01,Router,South,13,80,0.05,988.0
2025-10-01,Router,East,19,80,0.05,1444.0
2025-10-01,Webcam,West,9,55,0.1,445.5
2025-10-01,Webcam,North,10,55,0.1,495.0
2025-10-01,Webcam,South,3,55,0.05,156.75
2025-10-01,Webcam,East,6,55,0.05,313.5
2025-10-02,Laptop,West,10,650,0.1,5850.0
2025-10-02,Laptop,North,8,650,0.1,4680.0
2025-10-02,Laptop,South,7,650,0.05,4322.5
2025-10-02,Laptop,East,14,650,0.15,7735.0
2025-10-02,Monitor,West,10,220,0.0,2200.0
2025-10-02,Monitor,North,11,220,0.0,2420.0
2025-10-02,Monitor,South,12,220,0.0,2640.0
2025-10-02,Monitor,East,9,220,0.0,1980.0
2025-10-02,Keyboard,West,21,45,0.1,850.5
2025-10-02,Keyboard,North,25,45,0.0,1125.0
2025-10-02,Keyboard,South,17,45,0.0,765.0
2025-10-02,Keyboard,East,15,45,0.0,675.0
2025-10-02,Mouse,West,29,25,0.0,725.0
2025-10-02,Mouse,North,17,25,0.0,425.0
2025-10-02,Mouse,South,17,25,0.0,425.0
2025-10-02,Mouse,East,27,25,0.1,607.5
2025-10-02,Headset,West,15,60,0.1,810.0
2025-10-02,Headset,North,8,60,0.0,480.0
2025-10-02,Headset,South,5,60,0.0,300.0
2025-10-02,Headset,East,15,60,0.05,855.0
2025-10-02,Printer,West,8,180,0.0,1440.0
2025-10-02,Printer,North,5,180,0.05,855.0
2025-10-02,Printer,South,3,180,0.05,513.0
2025-10-02,Printer,East,16,180,0.0,2880.0
2025-10-02,Router,West,15,80,0.0,1200.0
2025-10-02,Router,North,10,80,0.1,720.0
2025-10-02,Router,South,10,80,0.1,720.0
2025-10-02,Router,East,11,80,0.1,792.0
2025-10-02,Webcam,West,10,55,0.05,522.5
2025-10-02,Webcam,North,4,55,0.05,209.0
2025-10-02,Webcam,South,3,55,0.05,156.75
2025-10-02,Webcam,East,8,55,0.05,418.0
2025-10-03,Laptop,West,7,650,0.1,4095.0
2025-10-03,Laptop,North,8,650,0.0,5200.0
2025-10-03,Laptop,South,11,650,0.0,7150.0
2025-10-03,Laptop,East,6,650,0.0,3900.0
2025-10-03,Monitor,West,20,220,0.05,4180.0
2025-10-03,Monitor,North,7,220,0.05,1463.0
2025-10-03,Monitor,South,10,220,0.05,2090.0
2025-10-03,Monitor,East,17,220,0.05,3553.0
2025-10-03,Keyboard,West,24,45,0.0,1080.0
2025-10-03,Keyboard,North,18,45,0.0,810.0
2025-10-03,Keyboard,South,18,45,0.05,769.5
2025-10-03,Keyboard,East,20,45,0.0,900.0
2025-10-03,Mouse,West,34,25,0.05,807.5
2025-10-03,Mouse,North,18,25,0.1,405.0
2025-10-03,Mouse,South,7,25,0.1,157.5
2025-10-03,Mouse,East,28,25,0.1,630.0
2025-10-03,Headset,West,15,60,0.1,810.0
2025-10-03,Headset,North,11,60,0.1,594.0
2025-10-03,Headset,South,13,60,0.1,702.0
2025-10-03,Headset,East,16,60,0.1,864.0
2025-10-03,Printer,West,8,180,0.1,1296.0
2025-10-03,Printer,North,5,180,0.15,765.0
2025-10-03,Printer,South,3,180,0.05,513.0
2025-10-03,Printer,East,11,180,0.15,1683.0
2025-10-03,Router,West,18,80,0.0,1440.0
2025-10-03,Router,North,8,80,0.1,576.0
2025-10-03,Router,South,11,80,0.1,792.0
2025-10-03,Router,East,11,80,0.05,836.0
2025-10-03,Webcam,West,11,55,0.05,574.75
2025-10-03,Webcam,North,10,55,0.0,550.0
2025-10-03,Webcam,South,9,55,0.0,495.0
2025-10-03,Webcam,East,2,55,0.0,110.0
2025-10-04,Laptop,West,10,650,0.05,6175.0
2025-10-04,Laptop,North,9,650,0.0,5850.0
2025-10-04,Laptop,South,10,650,0.0,6500.0
2025-10-04,Laptop,East,10,650,0.1,5850.0
2025-10-04,Monitor,West,10,220,0.1,1980.0
2025-10-04,Monitor,North,8,220,0.1,1584.0
2025-10-04,Monitor,South,6,220,0.05,1254.0
2025-10-04,Monitor,East,8,220,0.0,1760.0
2025-10-04,Keyboard,West,26,45,0.05,1111.5
2025-10-04,Keyboard,North,9,45,0.0,405.0
2025-10-04,Keyboard,South,15,45,0.0,675.0
2025-10-04,Keyboard,East,14,45,0.0,630.0
2025-10-04,Mouse,West,30,25,0.05,712.5
2025-10-04,Mouse,North,29,25,0.1,652.5
2025-10-04,Mouse,South,27,25,0.1,607.5
2025-10-04,Mouse,East,27,25,0.1,607.5
2025-10-04,Headset,West,12,60,0.05,684.0
2025-10-04,Headset,North,14,60,0.0,840.0
2025-10-04,Headset,South,7,60,0.0,420.0
2025-10-04,Headset,East,6,60,0.0,360.0
2025-10-04,Printer,West,8,180,0.1,1296.0
2025-10-04,Printer,North,5,180,0.05,855.0
2025-10-04,Printer,South,10,180,0.0,1800.0
2025-10-04,Printer,East,7,180,0.05,1197.0
2025-10-04,Router,West,16,80,0.05,1216.0
2025-10-04,Router,North,11,80,0.0,880.0
2025-10-04,Router,South,20,80,0.05,1520.0
2025-10-04,Router,East,11,80,0.05,836.0
2025-10-04,Webcam,West,5,55,0.05,261.25
2025-10-04,Webcam,North,6,55,0.1,297.0
2025-10-04,Webcam,South,1,55,0.0,55.0
2025-10-04,Webcam,East,9,55,0.0,495.0
2025-10-05,Laptop,West,18,650,0.0,11700.0
2025-10-05,Laptop,North,5,650,0.0,3250.0
2025-10-05,Laptop,South,4,650,0.0,2600.0
2025-10-05,Laptop,East,9,650,0.05,5557.5
2025-10-05,Monitor,West,7,220,0.05,1463.0
2025-10-05,Monitor,North,4,220,0.1,792.0
2025-10-05,Monitor,South,7,220,0.0,1540.0
2025-10-05,Monitor,East,10,220,0.0,2200.0
2025-10-05,Keyboard,West,25,45,0.05,1068.75
2025-10-05,Keyboard,North,21,45,0.0,945.0
2025-10-05,Keyboard,South,17,45,0.15,650.25
2025-10-05,Keyboard,East,20,45,0.1,810.0
2025-10-05,Mouse,West,37,25,0.0,925.0
2025-10-05,Mouse,North,24,25,0.0,600.0
2025-10-05,Mouse,South,17,25,0.0,425.0
2025-10-05,Mouse,East,23,25,0.05,546.25
2025-10-05,Headset,West,12,60,0.0,720.0
2025-10-05,Headset,North,7,60,0.0,420.0
2025-10-05,Headset,South,6,60,0.05,342.0
2025-10-05,Headset,East,9,60,0.0,540.0
2025-10-05,Printer,West,8,180,0.0,1440.0
2025-10-05,Printer,North,6,180,0.0,1080.0
2025-10-05,Printer,South,5,180,0.05,855.0
2025-10-05,Printer,East,7,180,0.1,1134.0
2025-10-05,Router,West,15,80,0.0,1200.0
2025-10-05,Router,North,8,80,0.0,640.0
2025-10-05,Router,South,11,80,0.1,792.0
2025-10-05,Router,East,15,80,0.1,1080.0
2025-10-05,Webcam,West,14,55,0.05,731.5
2025-10-05,Webcam,North,14,55,0.0,770.0
2025-10-05,Webcam,South,11,55,0.0,605.0
2025-10-05,Webcam,East,5,55,0.0,275.0
2025-10-06,Laptop,West,6,650,0.05,3705.0
2025-10-06,Laptop,North,8,650,0.0,5200.0
2025-10-06,Laptop,South,9,650,0.05,5557.5
2025-10-06,Laptop,East,8,650,0.1,4680.0
2025-10-06,Monitor,West,12,220,0.05,2508.0
2025-10-06,Monitor,North,5,220,0.0,1100.0
2025-10-06,Monitor,South,6,220,0.1,1188.0
2025-10-06,Monitor,East,13,220,0.0,2860.0
2025-10-06,Keyboard,West,18,45,0.0,810.0
2025-10-06,Keyboard,North,17,45,0.05,726.75
2025-10-06,Keyboard,South,11,45,0.05,470.25
2025-10-06,Keyboard,East,14,45,0.0,630.0
2025-10-06,Mouse,West,29,25,0.05,688.75
2025-10-06,Mouse,North,21,25,0.1,472.5
2025-10-06,Mouse,South,27,25,0.0,675.0
2025-10-06,Mouse,East,28,25,0.1,630.0
2025-10-06,Headset,West,18,60,0.05,1026.0
2025-10-06,Headset,North,9,60,0.05,513.0
2025-10-06,Headset,South,9,60,0.1,486.0
2025-10-06,Headset,East,14,60,0.0,840.0
2025-10-06,Printer,West,11,180,0.0,1980.0
2025-10-06,Printer,North,3,180,0.1,486.0
2025-10-06,Printer,South,7,180,0.05,1197.0
2025-10-06,Printer,East,4,180,0.05,684.0
2025-10-06,Router,West,19,80,0.05,1444.0
2025-10-06,Router,North,8,80,0.05,608.0
2025-10-06,Router,South,12,80,0.0,960.0
2025-10-06,Router,East,15,80,0.1,1080.0
2025-10-06,Webcam,West,10,55,0.0,550.0
2025-10-06,Webcam,North,3,55,0.05,156.75
2025-10-06,Webcam,South,3,55,0.0,165.0
2025-10-06,Webcam,East,4,55,0.05,209.0
2025-10-07,Laptop,West,7,650,0.0,4550.0
2025-10-07,Laptop,North,6,650,0.1,3510.0
2025-10-07,Laptop,South,8,650,0.0,5200.0
2025-10-07,Laptop,East,6,650,0.0,3900.0
2025-10-07,Monitor,West,9,220,0.0,1980.0
2025-10-07,Monitor,North,13,220,0.0,2860.0
2025-10-07,Monitor,South,9,220,0.1,1782.0
2025-10-07,Monitor,East,13,220,0.0,2860.0
2025-10-07,Keyboard,West,17,45,0.05,726.75
2025-10-07,Keyboard,North,5,45,0.05,213.75
2025-10-07,Keyboard,South,20,45,0.05,855.0
2025-10-07,Keyboard,East,23,45,0.0,1035.0
2025-10-07,Mouse,West,36,25,0.05,855.0
2025-10-07,Mouse,North,24,25,0.0,600.0
2025-10-07,Mouse,South,21,25,0.0,525.0
2025-10-07,Mouse,East,28,25,0.0,700.0
2025-10-07,Headset,West,15,60,0.05,855.0
2025-10-07,Headset,North,12,60,0.0,720.0
2025-10-07,Headset,South,13,60,0.05,741.0
2025-10-07,Headset,East,12,60,0.1,648.0
2025-10-07,Printer,West,11,180,0.0,1980.0
2025-10-07,Printer,North,4,180,0.15,612.0
2025-10-07,Printer,South,4,180,0.05,684.0
2025-10-07,Printer,East,2,180,0.0,360.0
2025-10-07,Router,West,18,80,0.0,1440.0
2025-10-07,Router,North,16,80,0.0,1280.0
2025-10-07,Router,South,10,80,0.0,800.0
2025-10-07,Router,East,17,80,0.1,1224.0
2025-10-07,Webcam,West,12,55,0.0,660.0
2025-10-07,Webcam,North,12,55,0.1,594.0
2025-10-07,Webcam,South,6,55,0.0,330.0
2025-10-07,Webcam,East,16,55,0.0,880.0
2025-10-08,Laptop,West,9,650,0.1,5265.0
2025-10-08,Laptop,North,7,650,0.05,4322.5
2025-10-08,Laptop,South,5,650,0.15,2762.5
2025-10-08,Laptop,East,15,650,0.05,9262.5
2025-10-08,Monitor,West,9,220,0.05,1881.0
2025-10-08,Monitor,North,9,220,0.0,1980.0
2025-10-08,Monitor,South,7,220,0.0,1540.0
2025-10-08,Monitor,East,14,220,0.05,2926.0
2025-10-08,Keyboard,West,21,45,0.05,897.75
2025-10-08,Keyboard,North,19,45,0.0,855.0
2025-10-08,Keyboard,South,11,45,0.05,470.25
2025-10-08,Keyboard,East,23,45,0.0,1035.0
2025-10-08,Mouse,West,26,25,0.05,617.5
2025-10-08,Mouse,North,24,25,0.05,570.0
2025-10-08,Mouse,South,13,25,0.0,325.0
2025-10-08,Mouse,East,17,25,0.0,425.0
2025-10-08,Headset,West,17,60,0.05,969.0
2025-10-08,Headset,North,10,60,0.05,570.0
2025-10-08,Headset,South,10,60,0.0,600.0
2025-10-08,Headset,East,11,60,0.05,627.0
2025-10-08,Printer,West,6,180,0.0,1080.0
2025-10-08,Printer,North,4,180,0.05,684.0
2025-10-08,Printer,South,4,180,0.0,720.0
2025-10-08,Printer,East,8,180,0.05,1368.0
2025-10-08,Router,West,16,80,0.15,1088.0
2025-10-08,Router,North,14,80,0.0,1120.0
2025-10-08,Router,South,14,80,0.05,1064.0
2025-10-08,Router,East,18,80,0.0,1440.0
2025-10-08,Webcam,West,12,55,0.0,660.0
2025-10-08,Webcam,North,2,55,0.15,93.5
2025-10-08,Webcam,South,4,55,0.1,198.0
2025-10-08,Webcam,East,9,55,0.0,495.0
2025-10-09,Laptop,West,12,650,0.1,7020.0
2025-10-09,Laptop,North,10,650,0.0,6500.0
2025-10-09,Laptop,South,4,650,0.0,2600.0
2025-10-09,Laptop,East,10,650,0.05,6175.0
2025-10-09,Monitor,West,13,220,0.05,2717.0
2025-10-09,Monitor,North,13,220,0.0,2860.0
2025-10-09,Monitor,South,2,220,0.05,418.0
2025-10-09,Monitor,East,10,220,0.05,2090.0
2025-10-09,Keyboard,West,15,45,0.0,675.0
2025-10-09,Keyboard,North,16,45,0.1,648.0
2025-10-09,Keyboard,South,21,45,0.0,945.0
2025-10-09,Keyboard,East,22,45,0.1,891.0
2025-10-09,Mouse,West,33,25,0.1,742.5
2025-10-09,Mouse,North,28,25,0.1,630.0
2025-10-09,Mouse,South,29,25,0.0,725.0
2025-10-09,Mouse,East,22,25,0.05,522.5
2025-10-09,Headset,West,10,60,0.1,540.0
2025-10-09,Headset,North,9,60,0.05,513.0
2025-10-09,Headset,South,10,60,0.1,540.0
2025-10-09,Headset,East,11,60,0.05,627.0
2025-10-09,Printer,West,6,180,0.0,1080.0
2025-10-09,Printer,North,7,180,0.05,1197.0
2025-10-09,Printer,South,8,180,0.05,1368.0
2025-10-09,Printer,East,5,180,0.05,855.0
2025-10-09,Router,West,18,80,0.05,1368.0
2025-10-09,Router,North,14,80,0.05,1064.0
2025-10-09,Router,South,12,80,0.05,912.0
2025-10-09,Router,East,16,80,0.1,1152.0
2025-10-09,Webcam,West,10,55,0.0,550.0
2025-10-09,Webcam,North,11,55,0.0,605.0
2025-10-09,Webcam,South,6,55,0.05,313.5
2025-10-09,Webcam,East,8,55,0.0,440.0
2025-10-10,Laptop,West,3,650,0.0,1950.0
2025-10-10,Laptop,North,13,650,0.05,8027.5
2025-10-10,Laptop,South,3,650,0.0,1950.0
2025-10-10,Laptop,East,10,650,0.0,6500.0
2025-10-10,Monitor,West,10,220,0.05,2090.0
2025-10-10,Monitor,North,10,220,0.05,2090.0
2025-10-10,Monitor,South,6,220,0.1,1188.0
2025-10-10,Monitor,East,6,220,0.05,1254.0
2025-10-10,Keyboard,West,21,45,0.05,897.75
2025-10-10,Keyboard,North,19,45,0.05,812.25
2025-10-10,Keyboard,South,13,45,0.05,555.75
2025-10-10,Keyboard,East,21,45,0.05,897.75
2025-10-10,Mouse,West,25,25,0.0,625.0
2025-10-10,Mouse,North,19,25,0.0,475.0
2025-10-10,Mouse,South,22,25,0.05,522.5
2025-10-10,Mouse,East,25,25,0.1,562.5
2025-10-10,Headset,West,11,60,0.0,660.0
2025-10-10,Headset,North,14,60,0.1,756.0
2025-10-10,Headset,South,6,60,0.05,342.0
2025-10-10,Headset,East,10,60,0.0,600.0
2025-10-10,Printer,West,3,180,0.05,513.0
2025-10-10,Printer,North,5,180,0.0,900.0
2025-10-10,Printer,South,4,180,0.1,648.0
2025-10-10,Printer,East,8,180,0.05,1368.0
2025-10-10,Router,West,17,80,0.0,1360.0
2025-10-10,Router,North,7,80,0.05,532.0
2025-10-10,Router,South,7,80,0.0,560.0
2025-10-10,Router,East,8,80,0.05,608.0
2025-10-10,Webcam,West,10,55,0.05,522.5
2025-10-10,Webcam,North,10,55,0.0,550.0
2025-10-10,Webcam,South,7,55,0.05,365.75
2025-10-10,Webcam,East,3,55,0.05,156.75
2025-10-11,Laptop,West,3,650,0.1,1755.0
2025-10-11,Laptop,North,8,650,0.0,5200.0
2025-10-11,Laptop,South,3,650,0.0,1950.0
2025-10-11,Laptop,East,6,650,0.0,3900.0
2025-10-11,Monitor,West,6,220,0.0,1320.0
2025-10-11,Monitor,North,14,220,0.05,2926.0
2025-10-11,Monitor,South,13,220,0.0,2860.0
2025-10-11,Monitor,East,11,220,0.05,2299.0
2025-10-11,Keyboard,West,21,45,0.05,897.75
2025-10-11,Keyboard,North,17,45,0.0,765.0
2025-10-11,Keyboard,South,11,45,0.0,495.0
2025-10-11,Keyboard,East,22,45,0.0,990.0
2025-10-11,Mouse,West,34,25,0.0,850.0
